nm, P, As
168.816, 89.7697, 10.2303
169.339, 90.7255, 9.27454
169.862, 87.6145, 12.3855
170.384, 89.4879, 10.5121
170.907, 91.1112, 8.88877
171.43, 87.5299, 12.4701
171.952, 89.0283, 10.9717
172.475, 88.184, 11.816
172.998, 86.281, 13.719
173.52, 94.1479, 5.85205
174.043, 77.8299, 22.1701
174.566, 96.7857, 3.21433
175.088, 95.8739, 4.12605
175.611, 93.2589, 6.7411
176.134, 80.0721, 19.9279
176.656, 82.0309, 17.9691
177.179, 90.2369, 9.76307
177.701, 86.4345, 13.5655
178.224, 80.507, 19.493
178.747, 81.053, 18.947
179.269, 86.6116, 13.3884
179.792, 90.6759, 9.32407
180.315, 82.1027, 17.8973
180.837, 93.8804, 6.11963
181.36, 88.0457, 11.9543
181.883, 85.4545, 14.5455
182.405, 70.2283, 29.7717
182.928, 81.2465, 18.7535
183.451, 82.1145, 17.8855
183.973, 76.1762, 23.8238
184.496, 80.8851, 19.1149
185.019, 87.8571, 12.1429
185.541, 84.6671, 15.3329
186.064, 69.8325, 30.1675
186.587, 73.5412, 26.4588
187.109, 71.9, 28.1
187.632, 35.779, 64.221
188.155, 34.8183, 65.1817
188.677, 37.6376, 62.3624
189.2, 21.2943, 78.7057
189.722, 3.89731, 96.1027
190.245, 6.04998, 93.95
190.768, 26.256, 73.744
191.29, 0, 100
191.813, 15.9055, 84.0945
192.336, 14.9273, 85.0727
192.858, 11.8024, 88.1976
193.381, 6.96592, 93.0341
193.904, 4.84079, 95.1592
194.426, 15.3035, 84.6965
194.949, 4.10937, 95.8906
195.472, 6.2314, 93.7686
195.994, 9.9033, 90.0967
196.517, 16.8769, 83.1231
197.04, 13.7271, 86.2729
197.562, 1.51441, 98.4856
198.085, 8.5812, 91.4188
198.608, 12.131, 87.869
199.13, 8.89748, 91.1025
199.653, 12.3803, 87.6197
200.176, 25.6345, 74.3655
200.698, 19.8644, 80.1356
201.221, 39.1506, 60.8494
201.743, 31.9343, 68.0657
202.266, 42.622, 57.378
202.789, 70.5017, 29.4983
203.311, 61.6979, 38.3021
203.834, 66.89, 33.11
204.357, 74.7829, 25.2171
204.879, 83.8061, 16.1939
205.402, 68.9885, 31.0115
205.925, 80.2357, 19.7642
206.447, 60.2938, 39.7062
206.97, 62.0563, 37.9437
207.493, 67.1982, 32.8018
208.015, 71.2285, 28.7715
208.538, 60.346, 39.654
209.061, 64.9155, 35.0845
209.583, 84.0815, 15.9185
210.106, 85.7812, 14.2188
210.629, 72.2087, 27.7913
211.151, 67.7716, 32.2284
211.674, 82.3375, 17.6625
212.196, 75.0474, 24.9526
212.719, 88.3973, 11.6027
213.242, 80.5572, 19.4428
213.764, 81.9778, 18.0223
214.287, 89.8051, 10.1949
214.81, 90.7937, 9.20629
215.332, 71.7648, 28.2352
215.855, 87.9992, 12.0008
216.378, 79.4938, 20.5062
216.9, 74.691, 25.309
217.423, 80.6625, 19.3375
217.946, 83.8386, 16.1614
218.468, 85.4709, 14.5291
218.991, 86.3414, 13.6586
219.514, 87.9874, 12.0126
220.036, 82.2306, 17.7694
220.559, 81.982, 18.018
221.082, 79.6481, 20.3519
221.604, 87.0391, 12.9609
222.127, 77.5316, 22.4684
222.65, 90.9094, 9.09055
223.172, 100, 0
223.695, 92.2836, 7.71642
224.217, 91.4814, 8.51859
224.74, 91.0357, 8.9643
225.263, 88.9822, 11.0178
225.785, 85.4458, 14.5542
226.308, 86.4661, 13.5339
226.831, 100, 0
227.353, 92.5424, 7.45756
227.876, 80.3666, 19.6334
228.399, 93.2039, 6.79608
228.921, 88.3388, 11.6612
229.444, 87.846, 12.154
229.967, 93.0881, 6.91191
