wavelength, intensity
1591.2135810335400, 49
1591.5354974199800, 28
1591.8574089209500, 16
1592.1793155340200, 18
1592.5012172567500, 42
1592.823114086700, 21
1593.1450060214300, 20
1593.4668930585100, 33
1593.7887751955100, 41
1594.1106524299700, 24
1594.4325247594700, 22
1594.7543921815700, 7
1595.0762546938400, 1
1595.3981122938300, 11
1595.7199649791200, 21
1596.0418127472600, 32
1596.3636555958200, 16
1596.6854935223600, 32
1597.0073265244500, 23
1597.3291545996600, 18
1597.6509777455400, 16
1597.9727959596600, 17
1598.2946092395900, 13
1598.6164175828800, 7
1598.9382209871200, 41
1599.2600194498500, 2
1599.5818129686500, -3
1599.9036015410800, 7
1600.2253851647100, 0
