nm, Ga, In
49.5125, 28.1567, 71.8433
50.0177, 23.8379, 76.1621
50.523, 19.9693, 80.0307
51.0282, 18.7851, 81.2149
51.5334, 18.7606, 81.2394
52.0387, 15.6132, 84.3868
52.5439, 10.406, 89.594
53.0491, 9.98799, 90.012
53.5543, 14.2859, 85.7141
54.0596, 9.73901, 90.261
54.5648, 15.0053, 84.9947
55.07, 3.46301, 96.537
55.5753, 12.6894, 87.3106
56.0805, 1.46105, 98.5389
56.5857, 8.45163, 91.5484
57.091, 12.559, 87.441
57.5962, 3.7184, 96.2816
58.1014, 16.3647, 83.6353
58.6066, 10.1361, 89.8639
59.1119, 3.48322, 96.5168
59.6171, 11.2922, 88.7078
60.1223, 3.49465, 96.5053
60.6276, 15.3796, 84.6204
61.1328, 0, 100
61.638, 4.69713, 95.3029
62.1433, 9.29358, 90.7064
62.6485, 5.9424, 94.0576
63.1537, 2.04506, 97.9549
63.6589, 4.68344, 95.3166
64.1642, 9.01693, 90.9831
64.6694, 0, 100
65.1746, 0, 100
65.6799, 10.951, 89.049
66.1851, 8.40553, 91.5945
66.6903, 2.52675, 97.4733
67.1955, 0, 100
67.7008, 7.79598, 92.204
68.206, 7.13555, 92.8644
68.7112, 12.1428, 87.8572
69.2165, 0, 100
69.7217, 6.02236, 93.9776
70.2269, 5.07016, 94.9298
70.7322, 3.72445, 96.2756
71.2374, 2.25658, 97.7434
71.7426, 7.29354, 92.7065
72.2478, 1.41058, 98.5894
72.7531, 13.9077, 86.0923
73.2583, 5.0857, 94.9143
73.7635, 3.63746, 96.3625
74.2688, 9.36747, 90.6325
74.774, 3.85864, 96.1414
75.2792, 1.53797, 98.462
75.7845, 6.96132, 93.0387
76.2897, 0, 100
76.7949, 6.09437, 93.9056
77.3001, 12.834, 87.166
77.8054, 0, 100
78.3106, 0, 100
78.8158, 2.67502, 97.325
79.3211, 3.90291, 96.0971
79.8263, 0, 100
80.3315, 12.6231, 87.3769
80.8368, 9.26921, 90.7308
81.342, 4.51222, 95.4878
81.8472, 0.295864, 99.7041
82.3524, 0, 100
82.8577, 7.01723, 92.9828
83.3629, 5.30501, 94.695
83.8681, 9.56187, 90.4381
84.3734, 2.58796, 97.412
84.8786, 4.26367, 95.7363
85.3838, 7.53187, 92.4681
85.8891, 6.71191, 93.2881
86.3943, 7.05948, 92.9405
86.8995, 0.151989, 99.848
87.4047, 0, 100
87.91, 0.0877235, 99.9123
88.4152, 0, 100
88.9204, 1.86451, 98.1355
89.4257, 3.39467, 96.6053
89.9309, 3.00269, 96.9973
90.4361, 8.74923, 91.2508
90.9413, 1.5121, 98.4879
91.4466, 6.05393, 93.9461
91.9518, 6.07752, 93.9225
92.457, 10.1478, 89.8522
92.9623, 7.52827, 92.4717
93.4675, 3.15538, 96.8446
93.9727, 11.1031, 88.8969
94.478, 6.85233, 93.1477
94.9832, 6.8177, 93.1823
95.4884, 2.00238, 97.9976
95.9936, 1.5923, 98.4077
96.4989, 4.60876, 95.3912
97.0041, 4.00194, 95.9981
97.5093, 6.08825, 93.9118
98.0146, 3.99923, 96.0008
98.5198, 5.88938, 94.1106
99.025, 4.50353, 95.4965
99.5303, 4.60067, 95.3993
100.035, 0, 100
100.541, 3.10121, 96.8988
101.046, 0, 100
101.551, 3.95933, 96.0407
102.056, 0, 100
102.562, 6.15745, 93.8426
103.067, 7.27871, 92.7213
103.572, 2.84593, 97.1541
104.077, 7.80775, 92.1922
104.583, 0, 100
105.088, 4.14187, 95.8581
105.593, 3.89376, 96.1062
106.098, 11.122, 88.878
106.603, 0.964543, 99.0355
107.109, 9.63221, 90.3678
107.614, 4.89624, 95.1038
108.119, 5.55628, 94.4437
108.624, 8.01988, 91.9801
109.13, 3.33513, 96.6649
109.635, 7.11824, 92.8818
110.14, 5.26192, 94.7381
110.645, 6.68127, 93.3187
111.151, 7.36327, 92.6367
111.656, 1.4079, 98.5921
112.161, 6.00097, 93.999
112.666, 1.39685, 98.6031
113.171, 7.07392, 92.9261
113.677, 5.5013, 94.4987
114.182, 0, 100
114.687, 0, 100
115.192, 4.55406, 95.4459
115.698, 0, 100
116.203, 1.10234, 98.8977
116.708, 1.25523, 98.7448
117.213, 11.805, 88.195
117.719, 12.0726, 87.9274
118.224, 0, 100
118.729, 0, 100
119.234, 4.65908, 95.3409
119.739, 5.47337, 94.5266
120.245, 4.802, 95.198
120.75, 3.28646, 96.7135
121.255, 3.35047, 96.6495
121.76, 9.56998, 90.43
122.266, 6.92401, 93.076
122.771, 7.4432, 92.5568
123.276, 3.38435, 96.6157
123.781, 0, 100
124.287, 6.63176, 93.3682
124.792, 0, 100
125.297, 3.96655, 96.0334
125.802, 0.610595, 99.3894
126.307, 3.43912, 96.5609
126.813, 2.67286, 97.3271
127.318, 3.32915, 96.6709
127.823, 0, 100
128.328, 8.7694, 91.2306
128.834, 0, 100
129.339, 1.86826, 98.1317
129.844, 4.54252, 95.4575
130.349, 5.388, 94.612
130.854, 0, 100
131.36, 5.15643, 94.8436
131.865, 3.55893, 96.4411
132.37, 1.66334, 98.3367
132.875, 0.476688, 99.5233
133.381, 2.54389, 97.4561
133.886, 12.6566, 87.3434
134.391, 8.84888, 91.1511
134.896, 7.64654, 92.3535
135.402, 1.24388, 98.7561
135.907, 4.21682, 95.7832
136.412, 3.81563, 96.1844
136.917, 1.47011, 98.5299
137.422, 7.40508, 92.5949
137.928, 6.9955, 93.0045
138.433, 14.944, 85.056
138.938, 10.2806, 89.7194
139.443, 3.62585, 96.3741
139.949, 18.2541, 81.7459
140.454, 14.6593, 85.3407
140.959, 5.62158, 94.3784
141.464, 0.806706, 99.1933
141.97, 10.6241, 89.3759
142.475, 9.40463, 90.5954
142.98, 14.7782, 85.2218
143.485, 27.356, 72.644
143.99, 23.6431, 76.3569
144.496, 31.0558, 68.9442
145.001, 39.8835, 60.1165
145.506, 31.0618, 68.9382
146.011, 29.264, 70.736
146.517, 34.6683, 65.3317
147.022, 32.6585, 67.3415
147.527, 29.1001, 70.8999
148.032, 47.5687, 52.4313
148.538, 34.0548, 65.9452
149.043, 29.8215, 70.1785
149.548, 38.4425, 61.5575
150.053, 27.9396, 72.0604
150.558, 24.5251, 75.4749
151.064, 4.7597, 95.2403
151.569, 26.4457, 73.5543
152.074, 17.1426, 82.8574
152.579, 22.879, 77.121
153.085, 7.70113, 92.2989
153.59, 8.05904, 91.941
154.095, 20.6671, 79.3329
154.6, 5.70336, 94.2966
155.106, 10.9377, 89.0623
155.611, 10.5573, 89.4427
156.116, 14.9533, 85.0467
156.621, 10.427, 89.5731
157.126, 12.5731, 87.4269
157.632, 13.8845, 86.1155
158.137, 14.3581, 85.6419
158.642, 14.9023, 85.0977
159.147, 14.745, 85.255
159.653, 3.31215, 96.6879
160.158, 8.36455, 91.6355
160.663, 0, 100
161.168, 5.57481, 94.4252
161.674, 10.9152, 89.0848
162.179, 2.57823, 97.4218
162.684, 0, 100
163.189, 7.01641, 92.9836
163.694, 3.07015, 96.9298
164.2, 10.7277, 89.2723
164.705, 0, 100
165.21, 7.90895, 92.091
165.715, 10.4399, 89.5601
166.221, 0, 100
166.726, 9.17712, 90.8229
167.231, 2.71111, 97.2889
167.736, 0.597407, 99.4026
168.242, 1.33835, 98.6617
168.747, 8.35752, 91.6425
169.252, 5.96586, 94.0341
169.757, 4.65246, 95.3475
170.262, 1.26932, 98.7307
170.768, 4.99218, 95.0078
171.273, 4.64737, 95.3526
171.778, 0, 100
172.283, 12.6482, 87.3518
172.789, 6.68097, 93.319
173.294, 5.33649, 94.6635
173.799, 8.79317, 91.2068
174.304, 9.82555, 90.1745
174.809, 5.49746, 94.5025
175.315, 11.1044, 88.8956
175.82, 3.14416, 96.8558
176.325, 3.49539, 96.5046
176.83, 0.18219, 99.8178
177.336, 6.86348, 93.1365
177.841, 4.86751, 95.1325
178.346, 7.06862, 92.9314
178.851, 0, 100
179.357, 7.6202, 92.3798
179.862, 0, 100
180.367, 4.05886, 95.9411
180.872, 2.94432, 97.0557
181.377, 7.15843, 92.8416
181.883, 4.91566, 95.0843
182.388, 3.41329, 96.5867
182.893, 3.62998, 96.37
183.398, 6.74909, 93.2509
183.904, 6.39576, 93.6042
184.409, 3.83874, 96.1613
184.914, 8.80786, 91.1921
185.419, 6.56325, 93.4368
185.925, 6.77405, 93.2259
186.43, 6.68395, 93.3161
186.935, 6.52374, 93.4763
187.44, 0.351906, 99.6481
187.945, 0, 100
188.451, 3.18895, 96.8111
188.956, 2.58412, 97.4159
189.461, 3.88561, 96.1144
189.966, 3.74842, 96.2516
190.472, 13.0541, 86.9459
190.977, 3.61116, 96.3888
191.482, 4.37166, 95.6283
191.987, 2.55328, 97.4467
192.493, 0, 100
192.998, 5.11911, 94.8809
193.503, 2.85402, 97.146
194.008, 8.20976, 91.7902
194.513, 6.97934, 93.0207
195.019, 3.45401, 96.546
195.524, 5.37923, 94.6208
196.029, 9.11839, 90.8816
196.534, 2.53852, 97.4615
197.04, 3.70369, 96.2963
197.545, 0, 100
198.05, 3.97976, 96.0202
198.555, 7.30835, 92.6916
199.061, 0, 100
199.566, 7.60483, 92.3952
200.071, 4.96497, 95.035
200.576, 1.31242, 98.6876
201.081, 7.09932, 92.9007
201.587, 1.80534, 98.1947
202.092, 11.1196, 88.8804
202.597, 7.83984, 92.1602
203.102, 0, 100
203.608, 3.82799, 96.172
204.113, 0.388379, 99.6116
204.618, 1.88205, 98.118
205.123, 5.10388, 94.8961
205.628, 1.67337, 98.3266
206.134, 8.98205, 91.0179
206.639, 6.97568, 93.0243
207.144, 3.01099, 96.989
207.649, 7.54176, 92.4582
208.155, 5.02921, 94.9708
208.66, 0, 100
209.165, 0.845362, 99.1546
209.67, 13.5642, 86.4358
210.176, 0, 100
210.681, 10.0195, 89.9805
211.186, 0, 100
211.691, 0, 100
212.196, 0, 100
212.702, 7.22577, 92.7742
213.207, 0, 100
213.712, 3.9002, 96.0998
214.217, 0, 100
214.723, 0, 100
215.228, 5.10197, 94.898
215.733, 1.73596, 98.264
216.238, 4.15067, 95.8493
216.744, 3.88319, 96.1168
217.249, 0, 100
217.754, 7.3491, 92.6509
218.259, 5.94247, 94.0575
218.764, 0, 100
219.27, 10.4322, 89.5678
219.775, 5.38632, 94.6137
220.28, 2.10679, 97.8932
220.785, 3.86872, 96.1313
221.291, 1.84602, 98.154
221.796, 4.37329, 95.6267
222.301, 2.09628, 97.9037
222.806, 3.27225, 96.7278
223.312, 8.08494, 91.9151
223.817, 9.25055, 90.7495
224.322, 3.86489, 96.1351
224.827, 1.90133, 98.0987
225.332, 4.18215, 95.8178
225.838, 0, 100
226.343, 2.72756, 97.2724
226.848, 6.83162, 93.1684
227.353, 5.03744, 94.9626
227.859, 6.38521, 93.6148
228.364, 6.57865, 93.4213
228.869, 0, 100
229.374, 0, 100
229.88, 2.78368, 97.2163
230.385, 4.4799, 95.5201
230.89, 0, 100
231.395, 0.103766, 99.8962
231.9, 0, 100
232.406, 0, 100
232.911, 0, 100
233.416, 2.30682, 97.6932
233.921, 11.4639, 88.5361
234.427, 1.48356, 98.5164
234.932, 12.2706, 87.7294
235.437, 11.874, 88.126
235.942, 2.82098, 97.179
236.448, 4.11408, 95.8859
236.953, 0.387009, 99.613
237.458, 1.16762, 98.8324
237.963, 1.36129, 98.6387
238.468, 0.961487, 99.0385
238.974, 5.57616, 94.4238
239.479, 15.4549, 84.5451
239.984, 2.00204, 97.998
240.489, 0, 100
240.995, 10.9936, 89.0064
241.5, 2.68568, 97.3143
242.005, 1.43673, 98.5633
242.51, 9.48489, 90.5151
243.015, 16.833, 83.167
243.521, 12.2982, 87.7018
244.026, 3.75156, 96.2484
244.531, 7.57722, 92.4228
245.036, 7.80416, 92.1958
245.542, 5.67185, 94.3282
246.047, 9.88512, 90.1149
246.552, 11.999, 88.001
247.057, 6.07633, 93.9237
247.563, 11.2218, 88.7782
248.068, 9.91323, 90.0868
248.573, 12.6871, 87.3129
249.078, 11.1216, 88.8784
249.583, 0, 100
250.089, 21.3415, 78.6585
250.594, 38.8434, 61.1566
251.099, 29.4103, 70.5897
251.604, 37.6656, 62.3344
252.11, 39.7634, 60.2366
252.615, 39.9601, 60.0399
253.12, 26.6514, 73.3486
253.625, 27.5299, 72.4701
254.131, 37.0229, 62.9771
254.636, 32.6763, 67.3237
255.141, 25.9908, 74.0092
255.646, 30.3816, 69.6184
256.151, 32.227, 67.773
256.657, 31.492, 68.508
257.162, 20.0213, 79.9787
257.667, 23.7204, 76.2796
258.172, 25.0827, 74.9173
258.678, 9.44916, 90.5508
259.183, 21.9126, 78.0874
259.688, 12.1156, 87.8844
260.193, 19.8048, 80.1952
260.699, 5.08386, 94.9161
261.204, 12.0654, 87.9346
261.709, 13.5149, 86.4851
262.214, 8.18386, 91.8161
262.719, 11.9734, 88.0266
263.225, 6.63344, 93.3666
263.73, 16.2332, 83.7668
264.235, 6.85754, 93.1425
264.74, 2.87728, 97.1227
265.246, 5.37722, 94.6228
265.751, 8.22537, 91.7746
266.256, 13.0627, 86.9373
266.761, 9.2147, 90.7853
267.267, 9.42437, 90.5756
267.772, 7.73532, 92.2647
268.277, 0.0147234, 99.9853
268.782, 13.9063, 86.0937
269.287, 12.261, 87.739
269.793, 0, 100
270.298, 9.94483, 90.0552
270.803, 10.5843, 89.4157
271.308, 14.402, 85.598
271.814, 0.65558, 99.3444
272.319, 3.31422, 96.6858
272.824, 11.5697, 88.4303
273.329, 7.67617, 92.3238
273.835, 6.02245, 93.9775
274.34, 4.23949, 95.7605
274.845, 0, 100
275.35, 7.92396, 92.076
275.855, 0, 100
276.361, 6.82648, 93.1735
276.866, 10.0023, 89.9977
277.371, 0.799729, 99.2003
277.876, 8.78559, 91.2144
278.382, 0.423753, 99.5762
278.887, 6.44471, 93.5553
279.392, 1.73091, 98.2691
279.897, 7.02496, 92.975
280.402, 5.48764, 94.5124
280.908, 6.20492, 93.7951
281.413, 0, 100
281.918, 1.38462, 98.6154
282.423, 4.49676, 95.5032
282.929, 6.46371, 93.5363
283.434, 0.767236, 99.2328
283.939, 3.70625, 96.2937
284.444, 8.58192, 91.4181
284.95, 4.80528, 95.1947
285.455, 0, 100
285.96, 12.344, 87.656
286.465, 8.74815, 91.2519
286.97, 4.41906, 95.5809
287.476, 1.49994, 98.5001
287.981, 6.05773, 93.9423
288.486, 3.05651, 96.9435
288.991, 0, 100
289.497, 0, 100
290.002, 2.73043, 97.2696
290.507, 0, 100
291.012, 0.409146, 99.5909
291.518, 0.593843, 99.4062
292.023, 4.50458, 95.4954
292.528, 6.85695, 93.1431
293.033, 0, 100
293.538, 5.71001, 94.29
294.044, 0, 100
294.549, 8.62719, 91.3728
295.054, 7.70017, 92.2998
295.559, 14.2894, 85.7106
296.065, 4.27767, 95.7223
296.57, 2.37685, 97.6232
297.075, 4.74693, 95.2531
297.58, 1.66976, 98.3302
298.086, 0, 100
298.591, 10.4381, 89.5619
299.096, 5.78438, 94.2156
299.601, 4.55543, 95.4446
300.106, 1.00081, 98.9992
300.612, 6.2343, 93.7657
301.117, 0, 100
301.622, 6.82677, 93.1732
302.127, 7.16809, 92.8319
302.633, 7.11512, 92.8849
303.138, 0, 100
303.643, 0.742921, 99.2571
304.148, 2.42124, 97.5788
304.654, 0.284615, 99.7154
305.159, 8.25247, 91.7475
305.664, 8.48783, 91.5122
306.169, 1.26122, 98.7388
306.674, 0, 100
307.18, 7.62977, 92.3702
307.685, 5.22781, 94.7722
308.19, 6.66027, 93.3397
308.695, 8.1977, 91.8023
309.201, 7.18099, 92.819
309.706, 0, 100
310.211, 4.08903, 95.911
310.716, 5.92083, 94.0792
311.221, 4.58156, 95.4184
311.727, 6.09508, 93.9049
312.232, 5.43252, 94.5675
312.737, 1.55651, 98.4435
313.242, 4.18772, 95.8123
313.748, 2.77048, 97.2295
314.253, 3.29209, 96.7079
314.758, 8.05241, 91.9476
315.263, 0, 100
315.769, 0.919039, 99.081
316.274, 7.01366, 92.9863
316.779, 0, 100
317.284, 0, 100
317.789, 8.23679, 91.7632
318.295, 2.83472, 97.1653
318.8, 3.14922, 96.8508
319.305, 0, 100
319.81, 5.11476, 94.8852
320.316, 3.25392, 96.7461
320.821, 0, 100
321.326, 2.98452, 97.0155
321.831, 10.5817, 89.4183
322.337, 2.55292, 97.4471
322.842, 4.03468, 95.9653
323.347, 2.43854, 97.5615
323.852, 0, 100
324.357, 0, 100
324.863, 0, 100
325.368, 1.17341, 98.8266
325.873, 4.60068, 95.3993
326.378, 8.87089, 91.1291
326.884, 4.31786, 95.6821
327.389, 1.22718, 98.7728
327.894, 8.44089, 91.5591
328.399, 0.037831, 99.9622
328.905, 6.21789, 93.7821
329.41, 6.07535, 93.9247
329.915, 0, 100
330.42, 0, 100
330.925, 2.80113, 97.1989
331.431, 12.6635, 87.3365
331.936, 5.7872, 94.2128
332.441, 6.0548, 93.9452
332.946, 3.69083, 96.3092
333.452, 0, 100
333.957, 9.64394, 90.3561
334.462, 3.40235, 96.5976
334.967, 4.77282, 95.2272
335.473, 4.97523, 95.0248
335.978, 4.80676, 95.1932
336.483, 0, 100
336.988, 1.0643, 98.9357
337.493, 4.63189, 95.3681
337.999, 0, 100
338.504, 3.36214, 96.6379
339.009, 0, 100
339.514, 0, 100
340.02, 0, 100
340.525, 0, 100
341.03, 5.87753, 94.1225
341.535, 1.88684, 98.1132
342.041, 1.06363, 98.9364
342.546, 1.10572, 98.8943
343.051, 1.3631, 98.6369
343.556, 0, 100
344.061, 0, 100
344.567, 0, 100
345.072, 0, 100
345.577, 7.95853, 92.0415
346.082, 5.41649, 94.5835
346.588, 2.20941, 97.7906
347.093, 1.93832, 98.0617
347.598, 3.14857, 96.8514
348.103, 0, 100
348.608, 0, 100
